	direccion	lat	lon
0	Miller 3100, Villa Urquiza, Argentina	null	null
0	Arevalo 2200, Palermo Hollywood - Palermo, Argentina	null	null
0	San Juan, Av. 3200, Boedo, Argentina	null	null
0	Jufre 600, Palermo, Argentina	null	null
0	Anchorena 100, Once, Argentina	null	null
0	Rivadavia, Av. 5200, Caballito, Argentina	null	null
0	Avda Juan Bautista Alberdi 2100, Flores, Argentina	null	null
0	Coronel Bartolome Pizarro 5600, Villa Luro, Argentina	null	null
0	Zuviria 600, Caballito, Argentina	null	null
0	Avenida Fernandez De La Cruz 800, Pompeya, Argentina	null	null
0	Charcas al 5100   , Palermo Hollywood - Palermo, Argentina	null	null
0	Fray J. Santamaria De Oro 2500, Palermo, Argentina	null	null
0	Santa Maria De Oro 2500, Palermo Hollywood - Palermo, Argentina	null	null
0	Avenida Independencia 1600, Balvanera, Argentina	null	null
0	Avenida Ingeniero Huergo 700, Puerto Madero, Argentina	null	null
0	Cabildo 500, Palermo, Argentina	null	null
0	Bolivar 500, San Telmo, Argentina	null	null
0	Avenida Del Libertador 2200, Palermo, Argentina	null	null
0	Asuncion 5100, Villa Devoto, Argentina	null	null
0	Curapaligue 100, Flores, Argentina	null	null
0	Virrey Loreto 1700, Palermo, Argentina	null	null
0	Irigoyen, Bernardo De 1000, San Telmo, Argentina	null	null
0	Del Libertador, Av. 4500, Palermo, Argentina	null	null
0	Gascon 1500, Palermo Chico - Palermo, Argentina	null	null
0	Avenida Dorrego 2600, Las Canitas, Argentina	null	null
0	Los Incas 5000, Villa Urquiza, Argentina	null	null
0	Vuelta Obligado 2700, Belgrano, Argentina	null	null
0	Guayaquil 700, Caballito, Argentina	null	null
0	La Pampa 3200, Belgrano, Argentina	null	null
0	Remedios Escalada De San Martin 700, Villa Crespo, Argentina	null	null
0	Viamonte 900, San Cristobal, Argentina	null	null
0	Humboltd 1900, Palermo Hollywood - Palermo, Argentina	null	null
0	Campos Luis Maria Av. 400, Las Canitas, Argentina	null	null
0	Andalgala 1900, Mataderos, Argentina	null	null
0	Av.corrientes 4700, Villa Crespo, Argentina	null	null
0	Av.corrientes 5200, Villa Crespo, Argentina	null	null
0	Repetto 1200, Caballito, Argentina	null	null
0	Muniz 1100, Caballito, Argentina	null	null
0	Pichincha 700, Balvanera, Argentina	null	null
0	Combatientes De Malvinas 3100, Villa Urquiza, Argentina	null	null
0	Luis Maria Campos 300, Las Canitas, Argentina	null	null
0	Entre Rios 1200, San Cristobal, Argentina	null	null
0	Avenida Albarellos 1100, Villa Pueyrredon, Argentina	null	null
0	Jose Bonifacio 2800, Flores, Argentina	null	null
0	Neuquen 2100, Villa Crespo, Argentina	null	null
0	Dr. Quirno Costa Y Charcas 0, Barrio Norte, Argentina	null	null
0	Del Libertador Av. 4400, Belgrano, Argentina	null	null
0	San Luis 2600, Balvanera, Argentina	null	null
0	Bartolome Mitre 1500, Centro / Microcentro, Argentina	null	null
0	Av. Pte Quintana 0, Recoleta, Argentina	null	null
0	Posadas 1200 1200, Recoleta, Argentina	null	null
0	Av. Coronel Diaz 2400, Palermo, Argentina	null	null
0	Gelly Entre Casares Y Scalabrini Ortiz., Palermo, Argentina	null	null
0	La Pampa 851 7o B, Belgrano, Argentina	null	null
0	Maipu 800, San Nicolas, Argentina	null	null
0	Cucha Cucha 1700, Villa Crespo, Argentina	null	null
0	Olof Palme 4100, Saavedra, Argentina	null	null
0	Rodriguez Pena 1200, Recoleta, Argentina	null	null
0	Pinto 3200, Coghlan, Argentina	null	null
0	Echeverria 1300, Belgrano, Argentina	null	null
0	Lavoisier 3000, Villa Urquiza, Argentina	null	null
0	Moldes Entre Ugarte        Y Congreso, Belgrano, Argentina	null	null
0	French 2600, Recoleta, Argentina	null	null
0	Riobamba 1100, Barrio Norte, Argentina	null	null
0	Avenida Cabildo 2900, Belgrano, Argentina	null	null
0	Conesa 600, Belgrano, Argentina	null	null
0	Tomas Le Breton 5000, Villa Urquiza, Argentina	null	null
0	Avenida Cordoba 600, Centro / Microcentro, Argentina	null	null
0	Nicolas Descalzi 5500, Villa Lugano, Argentina	null	null
0	Ramon Falcon 2000, Flores, Argentina	null	null
0	Ecuador 300, Almagro, Argentina	null	null
0	Irigoyen 1900, Versalles, Argentina	null	null
0	Avenida Belgrano 800, Monserrat, Argentina	null	null
0	Ricardo Gutierrez 2400, Villa del Parque, Argentina	null	null
0	Bernardo De Irigoyen 1300, San Telmo, Argentina	null	null
0	San Nicolas 2400, Villa del Parque, Argentina	null	null
0	Terrero 1700, Villa General Mitre, Argentina	null	null
0	Doctor Cosme Argerich 1900, Villa del Parque, Argentina	null	null
0	Nazarre 3400, Villa del Parque, Argentina	null	null
0	Llavallol 2500, Villa del Parque, Argentina	null	null
0	Jonte 2300, Paternal, Argentina	null	null
0	Depto Nogoya 3900, Villa del Parque, Argentina	null	null
0	Escobar 2700, Villa Pueyrredon, Argentina	null	null
0	Galvan 3300, Villa Urquiza, Argentina	null	null
0	Pueyrredon Av. 1400, Barrio Norte, Argentina	null	null
0	Estomba 1800, Belgrano, Argentina	null	null
0	Argerich 500, Floresta, Argentina	null	null
0	24 De Noviembre 200, Once, Argentina	null	null
0	Fco. Bilbao 2000, Flores, Argentina	null	null
0	Bilbao 2000, Flores, Argentina	null	null
0	Billinghurst 1400, Palermo Chico - Palermo, Argentina	null	null
0	Mexico 2500, Balvanera, Argentina	null	null
0	Bazurco 2900, Villa Pueyrredon, Argentina	null	null
0	Yatay 0, Almagro, Argentina	null	null
0	Av. San Martin 1300, Caballito, Argentina	null	null
0	Aguirre 400, Villa Crespo, Argentina	null	null
0	Triunvirato 3700, Villa Ortuzar, Argentina	null	null
0	Andonaegui 2300, Villa Urquiza, Argentina	null	null
0	Correa 3600, Saavedra, Argentina	null	null
0	Ciudad De La Paz 3500, Nunez, Argentina	null	null
0	J.a Garcia 1700, Paternal, Argentina	null	null
0	Malabia 1200, Palermo Soho - Palermo, Argentina	null	null
0	Avenida Olazabal 4500, Villa Urquiza, Argentina	null	null
0	Zapiola La pampa, Belgrano, Argentina	null	null
0	Zuviria 400, Parque Chacabuco, Argentina	null	null
0	Soler 3800, Palermo Viejo - Palermo, Argentina	null	null
0	Avda Santa Fe 5000, Palermo Hollywood - Palermo, Argentina	null	null
0	Campos Salles 2200, Nunez, Argentina	null	null
0	Nunez 3000, Nunez, Argentina	null	null
0	Pedro Rivera 5000, Villa Urquiza, Argentina	null	null
0	Montevideo 1700, Recoleta, Argentina	null	null
0	Olazabal Av. 1600, Belgrano, Argentina	null	null
0	Chile 600, San Telmo, Argentina	null	null
0	Avenida Chivilcoy 2000, Monte Castro, Argentina	null	null
0	Terrada 400, Flores, Argentina	null	null
0	Tinogasta 4500, Villa del Parque, Argentina	null	null
0	Cangallo 0, Almagro, Argentina	null	null
0	Tomas Lebreton 4700, Villa Urquiza, Argentina	null	null
0	Avenida Avellaneda 3200, Flores, Argentina	null	null
0	Neuquen 700, Caballito, Argentina	null	null
0	Tronador 3200, Coghlan, Argentina	null	null
0	Av Pueyrredon 900, Once, Argentina	null	null
0	Mariano Acosta 3500, Villa Soldati, Argentina	null	null
0	Paraguay 3000, Palermo, Argentina	null	null
0	Jose Antonio Cabrera 3600, Palermo, Argentina	null	null
0	Av Dr H Pueyrredon 400, Caballito, Argentina	null	null
0	Av. Garay 600, San Telmo, Argentina	null	null
0	Av.honorio Pueyrredon 400, Caballito, Argentina	null	null
0	Paseo Colon, Av. 1400, San Telmo, Argentina	null	null
0	Juan Carlos Gomez 0, Parque Patricios, Argentina	null	null
0	Paso 200, Balvanera, Argentina	null	null
0	Cachimayo 800, Caballito, Argentina	null	null
0	Calvo, Carlos 1600, Monserrat, Argentina	null	null
0	Superi 3100, Coghlan, Argentina	null	null
0	Cabildo, Avda. 2200, Belgrano, Argentina	null	null
0	Estomba 2900, Nunez, Argentina	null	null
0	Lacroze 2000, Belgrano, Argentina	null	null
0	Sanches De Bustamante 1100, Palermo, Argentina	null	null
0	Montevideo 300, Barrio Norte, Argentina	null	null
0	Arregui 6300, Versalles, Argentina	null	null
0	Emilio Lamarca 300, Floresta, Argentina	null	null
0	Presidente Luis Saenz Pena 600, Monserrat, Argentina	null	null
0	Marcelo T De Alvear 1100, Barrio Norte, Argentina	null	null
0	"O""higgins 1300, Belgrano, Argentina"	null	null
0	Palpa 3700, Colegiales, Argentina	null	null
0	Republica Arabe Siria 2800, Palermo, Argentina	null	null
0	Franklin 500, Caballito, Argentina	null	null
0	Ugarte 3400, Belgrano, Argentina	null	null
0	Alvear Av. 1400, Recoleta, Argentina	null	null
0	Anchorena 1700, Barrio Norte, Argentina	null	null
0	La Pampa 851 7o A, Belgrano, Argentina	null	null
0	Amenabar 3500, Nunez, Argentina	null	null
0	Alvarez Thomas Av. 3100, Villa Urquiza, Argentina	null	null
0	Av. De Los Incas 3500, Belgrano, Argentina	null	null
0	Avenida Dorrego 1900, Palermo, Argentina	null	null
0	Quesada 2900, Nunez, Argentina	null	null
0	Caracas 1700, Villa General Mitre, Argentina	null	null
0	Terrada 2100, Villa del Parque, Argentina	null	null
0	Avenida Pueyrredon 1000, Barrio Norte, Argentina	null	null
0	Pueyrredon 1100, Barrio Norte, Argentina	null	null
0	Avenida Montes De Oca 400, Barracas, Argentina	null	null
0	Tucuman 700, Centro / Microcentro, Argentina	null	null
0	Adolfo Alsina 2200, Balvanera, Argentina	null	null
0	Olazabal 4800 (e/triunvirato Y Pacheco), Villa Ortuzar, Argentina	null	null
0	Av J. B. Alberdi 0, Caballito, Argentina	null	null
0	Bignon 6900, Liniers, Argentina	null	null
0	Boulogne Sur Mer 500, Abasto, Argentina	null	null
0	Fragata Cefiro 1700, Mataderos, Argentina	null	null
0	Avenida Corrientes 1800, Centro / Microcentro, Argentina	null	null
0	Avenida Escalada 4500, Villa Lugano, Argentina	null	null
0	Llerena 2600, Parque Chas - En Pozo - Villa Urquiza, Argentina	null	null
0	Av Rivadavia 2100, Balvanera, Argentina	null	null
0	Alsina 900, Monserrat, Argentina	null	null
0	Av. Jujuy 500, Balvanera, Argentina	null	null
0	Hidalgo 300, Caballito, Argentina	null	null
0	Alvear 1300, Retiro, Argentina	null	null
0	Jose Antonio Cabrera 3300, Recoleta, Argentina	null	null
0	Santiago Del Estero 1700, Constitucion, Argentina	null	null
0	Juan Maria Gutierrez 2700, Barrio Norte, Argentina	null	null
0	Ciudad De La Paz 117, Palermo - En Construccion - Palermo Hollywood - Palermo, Argentina	null	null
0	Av.la Plata 1000, Boedo, Argentina	null	null
0	Quintana Pres. Manuel 0, Recoleta, Argentina	null	null
0	Gavilan 4800, Villa Pueyrredon, Argentina	null	null
0	Avenida Estado De Israel 4300, Almagro, Argentina	null	null
0	Rondeau 1700, Barracas, Argentina	null	null
0	Neuquen 1200, Caballito, Argentina	null	null
0	Libertador 4400, Palermo, Argentina	null	null
0	Esmeralda 900, Barrio Norte, Argentina	null	null
0	J. Newbery 1600, Las Canitas, Argentina	null	null
0	Lacroze 2200, Belgrano, Argentina	null	null
0	Cuzco 700, Versalles, Argentina	null	null
0	Zapiola 4578 3 A, Saavedra, Argentina	null	null
0	Anchorena 589 5 B, Abasto, Argentina	null	null
0	Zapiola 4578 P.B A, Saavedra, Argentina	null	null
0	Av Caseros 4000, Boedo, Argentina	null	null
0	Elmidio Salvigny 1700, Pompeya, Argentina	null	null
0	Republica De La India 3000, Palermo Viejo - Palermo, Argentina	null	null
0	Aguero 2300, Recoleta, Argentina	null	null
0	3 De Febrero 3200, Nunez, Argentina	null	null
0	Franklin Roosevelt 5600, Villa Urquiza, Argentina	null	null
0	Artigas 5300, Villa Pueyrredon, Argentina	null	null
0	Felipe Vallese 1100, Caballito, Argentina	null	null
0	Conde 1400, Colegiales, Argentina	null	null
0	Avenida Boyaca 1900, Paternal, Argentina	null	null
0	Oliden 400, Villa Luro, Argentina	null	null
0	Avenida Gral Indalesio Chenaut 1900, Las Canitas, Argentina	null	null
0	Agrelo 3300, Almagro, Argentina	null	null
0	Jujuy 500, Once, Argentina	null	null
0	Manuel Ugarte 1700, Nunez, Argentina	null	null
0	Av. Belgrano 3300, Almagro, Argentina	null	null
0	Del Libertador, Av. 2000, Palermo Chico - Palermo, Argentina	null	null
0	Castro, R. B. 900, Boedo, Argentina	null	null
0	Pellegrini, Carlos 1000, Barrio Norte, Argentina	null	null
0	Valentin Virasoro 1100, Caballito, Argentina	null	null
0	Mistral, Gabriela 3100, Villa Pueyrredon, Argentina	null	null
0	Uriburu 600, Once, Argentina	null	null
0	El Salvador 5500, Palermo, Argentina	null	null
0	Scalabrini Ortiz, Raul, Av. 400, Villa Crespo, Argentina	null	null
0	Catamarca 1500, Parque Patricios, Argentina	null	null
0	Avellaneda 800, Caballito, Argentina	null	null
0	Alvear, Marcelo T. De 1300, San Nicolas, Argentina	null	null
0	Granada, Nicolas 1600, Paternal, Argentina	null	null
0	Lavalle 2000, Centro / Microcentro, Argentina	null	null
0	Arcos 4700, Nunez, Argentina	null	null
0	Avenida Raul Scalabrini Ortiz 3100, Barrio Norte, Argentina	null	null
0	Avenida Crisologo Larralde 2300, Nunez, Argentina	null	null
0	11 De Septiembre De 1888 2800, Nunez, Argentina	null	null
0	Av. Independencia 3600, Boedo, Argentina	null	null
0	Del Libertador, Avda. 5800, Belgrano, Argentina	null	null
0	Estomba 4100, Saavedra, Argentina	null	null
0	Ramos Mejia 900, Caballito, Argentina	null	null
0	Boyaca 500, Flores, Argentina	null	null
0	Av. Rivadavia 3500, Almagro, Argentina	null	null
0	Salvador Maria Del Carrill 3300, Villa Devoto, Argentina	null	null
0	Cirilo Correa 1700, Nunez, Argentina	null	null
0	Bogota 2800, Flores, Argentina	null	null
0	Pacheco 2900, Villa Urquiza, Argentina	null	null
0	Lugones 3000, Villa Urquiza, Argentina	null	null
0	Juan Bautista Aberdi 2400, Flores, Argentina	null	null
0	La Pampa 851 4o B, Belgrano, Argentina	null	null
0	La Pampa 851 5o B, Belgrano, Argentina	null	null
0	Monroe 3600, Belgrano, Argentina	null	null
0	Argerich 300, Floresta, Argentina	null	null
0	Juncal Y Sinclair, Barrio Norte, Argentina	null	null
0	Teniente General Juan Domingo Peron 4300, Parque Centenario, Argentina	null	null
0	Valentin Gomez 2600, Balvanera, Argentina	null	null
0	Avellaneda 1000, Caballito, Argentina	null	null
0	Tucuman Y Maipu, Abasto, Argentina	null	null
0	Roque Perez 3600, Saavedra, Argentina	null	null
0	Avenida Chorroarin 1300, Villa Ortuzar, Argentina	null	null
0	Palestina 1100, Palermo, Argentina	null	null
0	Av. Rivadavia 3100, Balvanera, Argentina	null	null
0	Av. Jujuy 1068 1000, San Cristobal, Argentina	null	null
0	Zapiola 1400, Colegiales, Argentina	null	null
0	3 De Febrero 2400, Nunez, Argentina	null	null
0	Gabriela Mistral 2500, Villa Pueyrredon, Argentina	null	null
0	Del Libertador Av. 2400, Palermo, Argentina	null	null
0	Cuenca 4100, Villa Pueyrredon, Argentina	null	null
0	La Pampa 851 4o A, Belgrano, Argentina	null	null
0	La Pampa 851 2o A, Belgrano, Argentina	null	null
0	Gascon 1100, Palermo Viejo - Palermo, Argentina	null	null
0	Republica Arabe Siria 3300, Barrio Norte, Argentina	null	null
0	Beruti 4600, Las Canitas, Argentina	null	null
0	Federico Lacroze 3000, Belgrano, Argentina	null	null
0	Av Cordoba 1700, Barrio Norte, Argentina	null	null
0	Hipolito Yrigoyen 700, Centro / Microcentro, Argentina	null	null
0	Luis Saenz Pena 100, Congreso, Argentina	null	null
0	Mendoza 2300, Belgrano, Argentina	null	null
0	Avenida Regimiento De Patricios 1000, Boca, Argentina	null	null
0	Avenida Regimiento De Patricios 1000, Barracas, Argentina	null	null
0	Avenida Nazca 1700, Villa Santa Rita, Argentina	null	null
0	Franklin Roosevelt 4800, Villa Urquiza, Argentina	null	null
0	Charcas 2900, Barrio Norte, Argentina	null	null
0	Roque Perez 4500, Nunez, Argentina	null	null
0	Hipolito Irigoyen 2900, Once, Argentina	null	null
0	Paraguay 3400, Palermo, Argentina	null	null
0	Jose Gervacio Artigas 400, Flores, Argentina	null	null
0	Rio Bamba 200, Congreso, Argentina	null	null
0	Maior Iii, Belgrano, Argentina	null	null
0	Yatay 200, Almagro, Argentina	null	null
0	Santa Fe 800, Retiro, Argentina	null	null
0	Calvo Carlos 2100, Congreso, Argentina	null	null
0	Jose Leon Suarez 1300, Liniers, Argentina	null	null
0	Av. Alberdi 2600, Flores, Argentina	null	null
0	Martiniano Leguizamon 0, Villa Luro, Argentina	null	null
0	Avenida Cordoba 2000, Recoleta, Argentina	null	null
0	Martin Garcia 700, Barracas, Argentina	null	null
0	Av. De Los Incas 4100, Villa Urquiza, Argentina	null	null
0	Av. Patricios 0, Barracas, Argentina	null	null
0	Palos 600, Boca, Argentina	null	null
0	Palos 200, Boca, Argentina	null	null
0	Uspallata 500, Barracas, Argentina	null	null
0	Av. Martin Garcia 700, Barracas, Argentina	null	null
0	Uspallata 600, Barracas, Argentina	null	null
0	Av.martin Garcia 700, Barracas, Argentina	null	null
0	Rondeau 1700, Constitucion, Argentina	null	null
0	Pi Y Margall 1200, Barracas, Argentina	null	null
0	Av.montes De Oca 700, Barracas, Argentina	null	null
0	Chile 500, San Telmo, Argentina	null	null
0	Asuncion 3400, Villa Devoto, Argentina	null	null
0	Santa Maria Del Buen Ayre 500, Barracas, Argentina	null	null
0	Montes De Oca 1000, Barracas, Argentina	null	null
0	Donato Alvarez 300, Caballito, Argentina	null	null
0	Doctor Juan Felipe Aranguren 0, Villa Crespo, Argentina	null	null
0	Caseros 900, Barracas, Argentina	null	null
0	Azara 400, Barracas, Argentina	null	null
0	Av. Carabobo 1500, Flores, Argentina	null	null
0	Sucre 2800, Belgrano, Argentina	null	null
0	Diaz Velez 4000, Almagro, Argentina	null	null
0	11 De Septiembre Al 2700, Belgrano, Argentina	null	null
0	Av. Corrientes 6000, Villa Crespo, Argentina	null	null
0	Av Cabildo 1700, Belgrano, Argentina	null	null
0	Chile 2400, San Cristobal, Argentina	null	null
0	Montevideo 1000, Barrio Norte, Argentina	null	null
0	Caaguazu 6000, Liniers, Argentina	null	null
0	Av Corrientes 3200, Almagro, Argentina	null	null
0	Bolivia al 3057, Villa del Parque, Argentina	null	null
0	3 De Febrero 1600, Belgrano, Argentina	null	null
0	Carlos Antonio Lopez 3100, Villa Pueyrredon, Argentina	null	null
0	Alsina Adolfo 1900, Balvanera, Argentina	null	null
0	Honduras 3700, Barrio Norte, Argentina	null	null
0	Avenida Juan B Justo 4200, Paternal, Argentina	null	null
0	Tucuman 1600, Barrio Norte, Argentina	null	null
0	Rodrigue Pena 1000, Barrio Norte, Argentina	null	null
0	Del Libertador 7700, Nunez, Argentina	null	null
0	Tinogasta 2800, Villa del Parque, Argentina	null	null
0	Donado 2000, Villa Urquiza, Argentina	null	null
0	Avenida De Los Incas 4000, Colegiales, Argentina	null	null
0	Tucuman 900, Barrio Norte, Argentina	null	null
0	Viamonte 1600, San Nicolas, Argentina	null	null
0	Dr. Pedro Ignacio Rivera 4000, Belgrano, Argentina	null	null
0	Agote 2400, Palermo Chico - Palermo, Argentina	null	null
0	Avenida Cordoba 900, San Nicolas, Argentina	null	null
0	Doctor Juan Felipe Aranguren 600, Caballito, Argentina	null	null
0	Bacacay 2900, Flores, Argentina	null	null
0	Peron, Juan D., Pte. 1200, Congreso, Argentina	null	null
0	Yatay 800, Almagro, Argentina	null	null
0	Marcos Paz 2200, Monte Castro, Argentina	null	null
0	Bernaldes 1800, Floresta, Argentina	null	null
0	Eva Peron 1800, Flores, Argentina	null	null
0	Belgrano 3200, Almagro, Argentina	null	null
0	Rivera Indarte 100, Flores, Argentina	null	null
0	Av. Garay 3700, Boedo, Argentina	null	null
0	Avenida Angel Gallardo 900, Caballito, Argentina	null	null
0	Pepiri 600, Parque Patricios, Argentina	null	null
0	Avenida Brasil 3200, Parque Patricios, Argentina	null	null
0	Santa Fe 1100, Centro / Microcentro, Argentina	null	null
0	Jose Hernandez 1700, Belgrano, Argentina	null	null
0	Av  Cordoba 6500, Colegiales, Argentina	null	null
0	Av Coronel Diaz 2600, Palermo, Argentina	null	null
0	Bynnon 6900, Liniers, Argentina	null	null
0	Entre Rios 1700, Parque Patricios, Argentina	null	null
0	San Luis 3300, Palermo, Argentina	null	null
0	Beruti 2900, Palermo, Argentina	null	null
0	Gallo 1300, Palermo, Argentina	null	null
0	Avenida Estado De Israel 4300, Villa Crespo, Argentina	null	null
0	Fray Justo Santamaria De Oro 2100, Palermo Soho - Palermo, Argentina	null	null
0	Av Del Libertador 4400, Belgrano, Argentina	null	null
0	Arevalo 1900, Palermo Hollywood - Palermo, Argentina	null	null
0	Tucuman 2000, Balvanera, Argentina	null	null
0	Amenabar Y 600, Belgrano, Argentina	null	null
0	Cazadores 2200, Belgrano, Argentina	null	null
0	Billinghurst 1800, Palermo, Argentina	null	null
0	El Cano 2700, Belgrano, Argentina	null	null
0	Olazabal av. 5200, Villa Urquiza, Argentina	null	null
0	Valentin Gomez 3800, Almagro, Argentina	null	null
0	Avenida Pueyrredon 600, Balvanera, Argentina	null	null
0	Arenales 3500, Recoleta, Argentina	null	null
0	Angel Carranza 1700, Palermo Hollywood - Palermo, Argentina	null	null
0	Av. Gral. Indalesio Chenaut 1700, Las Canitas, Argentina	null	null
0	Emilio Mitre 1600, Parque Chacabuco, Argentina	null	null
0	Adolfo Alsina 1300, Monserrat, Argentina	null	null
0	Hipolitoyrigoyen 2100, Congreso, Argentina	null	null
0	Manuel Padilla 700, Villa Crespo, Argentina	null	null
0	Soler 5900, Palermo, Argentina	null	null
0	Av Rivadavia 3100, Balvanera, Argentina	null	null
0	Av. Libertador 2300, Palermo, Argentina	null	null
0	Domingo Cullen 5800, Saavedra, Argentina	null	null
0	Andres Lamas 2000, Paternal, Argentina	null	null
0	Mosconi Av 3300, Villa Devoto, Argentina	null	null
0	Av San Martin 6100, Villa Pueyrredon, Argentina	null	null
0	Doctor Cosme Argerich 4600, Villa Pueyrredon, Argentina	null	null
0	Bolivar 1700, Barracas, Argentina	null	null
0	Tasso 2600, Villa Urquiza, Argentina	null	null
0	Azcuenaga 700, Barrio Norte, Argentina	null	null
0	Jose Bonifacio 3900, Floresta, Argentina	null	null
0	Corrientes 3400, Almagro, Argentina	null	null
0	Cordoba 1800, Barrio Norte, Argentina	null	null
0	Av. Cordoba 3200, Palermo, Argentina	null	null
0	Almirante Juan Francisco Segui 300, Caballito, Argentina	null	null
0	Viamonte 900, Centro / Microcentro, Argentina	null	null
0	Av. Alvarez Thomas 3200, Villa Urquiza, Argentina	null	null
0	Elias Galvan 3200, Villa Urquiza, Argentina	null	null
0	De La Tecnica 5300, Villa Urquiza, Argentina	null	null
0	Ayacucho 400, Centro / Microcentro, Argentina	null	null
0	Jose Ignacio Gorriti 4500, Palermo Viejo - Palermo, Argentina	null	null
0	Avenida Cabildo 100, Palermo, Argentina	null	null
0	Julian Aguirre 500, Villa Crespo, Argentina	null	null
0	Avenida Cramer 3200, Nunez, Argentina	null	null
0	San Luis 2900, Balvanera, Argentina	null	null
0	Av.diaz velez 5000, Villa Crespo, Argentina	null	null
0	Libertador 8400, Nunez, Argentina	null	null
0	Republica Eslovenia 1900, Las Canitas, Argentina	null	null
0	Av Corrientes 1600, San Nicolas, Argentina	null	null
0	Founrouge 200, Liniers, Argentina	null	null
0	Avenida Triunvirato 4100, Villa Urquiza, Argentina	null	null
0	Bahia Blanca 400, Floresta, Argentina	null	null
0	Plaza 2400, Villa Urquiza, Argentina	null	null
0	Del Barco Centenera 2100, Parque Chacabuco, Argentina	null	null
0	Pinzon 1400, Barracas, Argentina	null	null
0	Avenida Independencia 2800, San Cristobal, Argentina	null	null
0	Dr. Braun Menendez 100, Boca, Argentina	null	null
0	Juan Maria Gutierrez 2700, Barrio Norte, Argentina	null	null
0	Pedro Calderon De La Barca 2100, Villa Devoto, Argentina	null	null
0	Sanabria 1800, Monte Castro, Argentina	null	null
0	Marcelo T De Alvear 1700, Barrio Norte, Argentina	null	null
0	Avenida Juan B Justo 8100, Versalles, Argentina	null	null
0	Rafael Alcaraz 4300, Monte Castro, Argentina	null	null
0	Lascano 4200, Monte Castro, Argentina	null	null
0	Av Jose M Moreno 1900, Parque Chacabuco, Argentina	null	null
0	Carlos Antonio Lopez 3000, Villa Devoto, Argentina	null	null
0	Callao 1200, Barrio Norte, Argentina	null	null
0	Figueroa Alcorta Pres. Av. 3500, Palermo Chico - Palermo, Argentina	null	null
0	Av. Cabildo 3900, Nunez, Argentina	null	null
0	Av Martin Garcia 700, Barracas, Argentina	null	null
0	Av. Diaz Velez 5000, Parque Centenario, Argentina	null	null
0	Jose Cubas 3600, Villa Devoto, Argentina	null	null
0	Granaderos 200, Flores, Argentina	null	null
0	Esteban Echeverria 2500, Belgrano, Argentina	null	null
0	Avenida Directorio 3900, Flores, Argentina	null	null
0	Aranguren 0, Almagro, Argentina	null	null
0	Avenida Montes De Oca 500, Barracas, Argentina	null	null
0	Miami Beach Florida Usa 100, Recoleta, Argentina	null	null
0	Jose Maria Moreno 1600, Pompeya, Argentina	null	null
0	Paraguay 1800, Recoleta, Argentina	null	null
0	Chile 2300, San Cristobal, Argentina	null	null
0	Cordoba 4700, Palermo, Argentina	null	null
0	2 Amb. | Listo Para Entrar! En Excelente Estado!, Chacarita, Argentina	null	null
0	Baigorria 3200, Villa del Parque, Argentina	null	null
0	Av. Las Heras 3500, Palermo, Argentina	null	null
0	Av. Santa Fe 3100, Barrio Norte, Argentina	null	null
0	Av. De Los Incas 4828, Villa Urquiza, Argentina	null	null
0	Av.cordoba 3100, Barrio Norte, Argentina	null	null
0	Av. Montes De Oca 600, Barracas, Argentina	null	null
0	Presidente Jose Evaristo Uriburu 500, Barrio Norte, Argentina	null	null
0	Av.pueyrredon 900, Barrio Norte, Argentina	null	null
0	Anchorena 0, Barrio Norte, Argentina	null	null
0	Doctor Cosme Argerich 5300, Villa Pueyrredon, Argentina	null	null
0	Avenida Directorio 200, Caballito, Argentina	null	null
0	Francisco Acuna De Figueroa 800, Almagro, Argentina	null	null
0	Senillosa 1000, Caballito, Argentina	null	null
0	Av. Del Libertador 8300, Belgrano, Argentina	null	null
0	Bartolome Mitre 2600, Once, Argentina	null	null
0	Parana 400, Tribunales, Argentina	null	null
0	Avenida Rivadavia 5200, Caballito, Argentina	null	null
0	Humberto Primo 700, San Telmo, Argentina	null	null
0	Juan Maria Gutierrez 2700, Barrio Norte, Argentina	null	null
0	Av. Jose Maria Moreno 1700, Parque Chacabuco, Argentina	null	null
0	La Pampa 5000, Parque Chas, Argentina	null	null
0	General Alvarez Condarco 4000, Villa Pueyrredon, Argentina	null	null
0	Parana 1000, Barrio Norte, Argentina	null	null
0	Humboldt 1800, Palermo Hollywood - Palermo, Argentina	null	null
0	Av Medrano 800, Almagro, Argentina	null	null
0	San Martin 2800, Paternal, Argentina	null	null
0	Alberdi 2900, Flores, Argentina	null	null
0	Rivadavia Comodoro Blvd 1600, Belgrano, Argentina	null	null
0	Paraguay 800, Retiro, Argentina	null	null
0	Ramon Falcon 1500, Caballito, Argentina	null	null
0	Jean Jaures 1100, Almagro, Argentina	null	null
0	Estados Unidos 2000, San Cristobal, Argentina	null	null
0	Av. Independencia 1600, Monserrat, Argentina	null	null
0	Romulo Naon 4400, Saavedra, Argentina	null	null
0	Bartolome Mitre 4100, Almagro, Argentina	null	null
0	Trelles Manuel R 2100, Paternal, Argentina	null	null
0	Baigorria 5000, Villa Devoto, Argentina	null	null
0	Fray Cayetano Rodriguez 0, Flores, Argentina	null	null
0	Fray Justo Santamaria De Oro 2500, Palermo, Argentina	null	null
0	Avenida Ricardo Balbin 3500, Saavedra, Argentina	null	null
